timestamp,agent.name,rule.description,rule.level,rule.id
"Jun 11, 2025 @ 18:17:07.081","DESKTOP-O7P9I53","Sysmon - Event 13: RegistryEvent SetValue on HKLM\\System\\CurrentControlSet\\Control\\Winlogon\\Notifications\\Components\\TrustedInstaller\\Events by C:\\Windows\\servicing\\TrustedInstaller.exe","5","61615"
"Jun 11, 2025 @ 18:17:07.051","DESKTOP-O7P9I53","Sysmon - Event 1: Process creation Windows Modules Installer","5","61603"
"Jun 11, 2025 @ 18:17:07.050","DESKTOP-O7P9I53","Executable dropped in Windows root folder","6","92217"
"Jun 11, 2025 @ 18:17:07.019","DESKTOP-O7P9I53","Executable dropped in Windows root folder","6","92217"
"Jun 11, 2025 @ 18:17:07.019","DESKTOP-O7P9I53","Executable dropped in Windows root folder","6","92217"
"Jun 11, 2025 @ 18:17:06.973","DESKTOP-O7P9I53","Executable dropped in Windows root folder","6","92217"
"Jun 11, 2025 @ 18:17:06.973","DESKTOP-O7P9I53","Executable dropped in Windows root folder","6","92217"
"Jun 11, 2025 @ 18:17:06.941","DESKTOP-O7P9I53","Executable dropped in Windows root folder","6","92217"
"Jun 11, 2025 @ 18:17:06.941","DESKTOP-O7P9I53","Executable dropped in Windows root folder","6","92217"
"Jun 11, 2025 @ 18:17:06.912","DESKTOP-O7P9I53","Executable dropped in Windows root folder","6","92217"
"Jun 11, 2025 @ 18:17:06.912","DESKTOP-O7P9I53","Executable dropped in Windows root folder","6","92217"
"Jun 11, 2025 @ 18:17:06.895","DESKTOP-O7P9I53","Sysmon - Event 1: Process creation MoUSO Core Worker Process","5","61603"
"Jun 11, 2025 @ 18:17:02.796","DESKTOP-O7P9I53","Executable file dropped in folder commonly used by malware","15","92213"
"Jun 11, 2025 @ 18:17:01.339","DESKTOP-O7P9I53","Sysmon - Event 1: Process creation Windows PowerShell","5","61603"
"Jun 11, 2025 @ 18:16:51.452","DESKTOP-O7P9I53","Sysmon - Event 22: DNS Query event","5","61650"
"Jun 11, 2025 @ 18:16:42.942","DESKTOP-O7P9I53","Sysmon - Event 22: DNS Query event","5","61650"
"Jun 11, 2025 @ 18:16:40.856","DESKTOP-O7P9I53","Executable file dropped in folder commonly used by malware","15","92213"
"Jun 11, 2025 @ 18:16:40.855","DESKTOP-O7P9I53","Sysmon - Event 1: Process creation Windows PowerShell ISE","5","61603"
"Jun 11, 2025 @ 18:16:39.179","DESKTOP-O7P9I53","Sysmon - Event 1: Process creation Consent UI for administrative applications","5","61603"
"Jun 11, 2025 @ 18:16:01.287","DESKTOP-O7P9I53","Sysmon - Event 1: Process creation Windows PowerShell","5","61603"
"Jun 11, 2025 @ 18:16:01.287","DESKTOP-O7P9I53","Executable file dropped in folder commonly used by malware","15","92213"
"Jun 11, 2025 @ 18:15:44.175","DESKTOP-O7P9I53","Sysmon - Event 1: Process creation Notepad","5","61603"
"Jun 11, 2025 @ 18:15:18.572","DESKTOP-O7P9I53","Sysmon - Event 1: Process creation Windows Command Processor","5","61603"
"Jun 11, 2025 @ 18:15:18.571","DESKTOP-O7P9I53","Executable dropped in Windows root folder","6","92217"
"Jun 11, 2025 @ 18:15:17.093","DESKTOP-O7P9I53","Sysmon - Event 1: Process creation Consent UI for administrative applications","5","61603"
"Jun 11, 2025 @ 18:15:01.326","DESKTOP-O7P9I53","Executable file dropped in folder commonly used by malware","15","92213"
"Jun 11, 2025 @ 18:15:01.285","DESKTOP-O7P9I53","Sysmon - Event 1: Process creation Windows PowerShell","5","61603"
"Jun 11, 2025 @ 18:14:47.762","DESKTOP-O7P9I53","Sysmon - Event 1: Process creation Windows Command Processor","5","61603"
"Jun 11, 2025 @ 18:14:47.762","DESKTOP-O7P9I53","Executable dropped in Windows root folder","6","92217"
"Jun 11, 2025 @ 18:14:46.251","DESKTOP-O7P9I53","Sysmon - Event 1: Process creation Consent UI for administrative applications","5","61603"
"Jun 11, 2025 @ 18:14:24.487","DESKTOP-O7P9I53","Scripting file created under Windows Temp or User folder","6","92200"
"Jun 11, 2025 @ 18:14:24.486","DESKTOP-O7P9I53","Scripting file created under Windows Temp or User folder","6","92200"
"Jun 11, 2025 @ 18:14:17.666","DESKTOP-O7P9I53","Scripting file created under Windows Temp or User folder","6","92200"
"Jun 11, 2025 @ 18:14:01.263","DESKTOP-O7P9I53","Executable file dropped in folder commonly used by malware","15","92213"
"Jun 11, 2025 @ 18:14:01.262","DESKTOP-O7P9I53","Sysmon - Event 1: Process creation Windows PowerShell","5","61603"
"Jun 11, 2025 @ 18:13:59.524","DESKTOP-O7P9I53","Sysmon - Event 1: Process creation Notepad","5","61603"
"Jun 11, 2025 @ 18:13:17.556","DESKTOP-O7P9I53","Executable dropped in Windows root folder","6","92217"
"Jun 11, 2025 @ 18:13:15.915","DESKTOP-O7P9I53","Executable dropped in Windows root folder","6","92217"
"Jun 11, 2025 @ 18:13:01.274","DESKTOP-O7P9I53","Executable file dropped in folder commonly used by malware","15","92213"
"Jun 11, 2025 @ 18:13:01.273","DESKTOP-O7P9I53","Sysmon - Event 1: Process creation Windows PowerShell","5","61603"
"Jun 11, 2025 @ 18:12:57.287","DESKTOP-O7P9I53","Sysmon - Event 1: Process creation IP Configuration Utility","5","61603"
"Jun 11, 2025 @ 18:12:54.299","DESKTOP-O7P9I53","Sysmon - Event 1: Process creation Windows Command Processor","5","61603"
"Jun 11, 2025 @ 18:12:52.644","DESKTOP-O7P9I53","Sysmon - Event 1: Process creation Consent UI for administrative applications","5","61603"
"Jun 11, 2025 @ 18:12:51.078","DESKTOP-O7P9I53","Sysmon - Event 22: DNS Query event","5","61650"
"Jun 11, 2025 @ 18:12:19.902","DESKTOP-O7P9I53","Sysmon - Event 13: RegistryEvent SetValue on \\REGISTRY\\A\\{73e82bbd-25cb-f7cb-d9df-af34a1d239bc}\\Root\\InventoryApplicationFile\\powershell_ise.e|438633b41a006529\\BinProductVersion by C:\\Windows\\System32\\svchost.exe","5","61615"
"Jun 11, 2025 @ 18:12:19.886","DESKTOP-O7P9I53","Sysmon - Event 13: RegistryEvent SetValue on \\REGISTRY\\A\\{73e82bbd-25cb-f7cb-d9df-af34a1d239bc}\\Root\\InventoryApplicationFile\\powershell_ise.e|438633b41a006529\\LinkDate by C:\\Windows\\System32\\svchost.exe","5","61615"
"Jun 11, 2025 @ 18:12:19.873","DESKTOP-O7P9I53","Sysmon - Event 13: RegistryEvent SetValue on \\REGISTRY\\A\\{73e82bbd-25cb-f7cb-d9df-af34a1d239bc}\\Root\\InventoryApplicationFile\\powershell_ise.e|438633b41a006529\\Publisher by C:\\Windows\\System32\\svchost.exe","5","61615"
"Jun 11, 2025 @ 18:12:19.871","DESKTOP-O7P9I53","Sysmon - Event 13: RegistryEvent SetValue on \\REGISTRY\\A\\{73e82bbd-25cb-f7cb-d9df-af34a1d239bc}\\Root\\InventoryApplicationFile\\powershell_ise.e|438633b41a006529\\LowerCaseLongPath by C:\\Windows\\System32\\svchost.exe","5","61615"
"Jun 11, 2025 @ 18:12:15.528","DESKTOP-O7P9I53","Executable file dropped in folder commonly used by malware","15","92213"
"Jun 11, 2025 @ 18:12:13.740","DESKTOP-O7P9I53","Sysmon - Event 22: DNS Query event","5","61650"
"Jun 11, 2025 @ 18:12:13.739","DESKTOP-O7P9I53","Sysmon - Event 1: Process creation Windows PowerShell ISE","5","61603"
"Jun 11, 2025 @ 18:12:11.495","DESKTOP-O7P9I53","Sysmon - Event 1: Process creation Consent UI for administrative applications","5","61603"
"Jun 11, 2025 @ 18:12:11.484","DESKTOP-O7P9I53","Sysmon - Event 1: Process creation Windows Defender SmartScreen","5","61603"
"Jun 11, 2025 @ 18:12:09.253","DESKTOP-O7P9I53","Windows Logon Success","3","60106"
"Jun 11, 2025 @ 18:12:01.293","DESKTOP-O7P9I53","Executable file dropped in folder commonly used by malware","15","92213"
"Jun 11, 2025 @ 18:12:01.251","DESKTOP-O7P9I53","Sysmon - Event 1: Process creation Windows PowerShell","5","61603"
"Jun 11, 2025 @ 18:11:35.219","hat-VMware-Virtual-Platform","Wazuh server started.","3","502"
"Jun 11, 2025 @ 18:11:01.280","DESKTOP-O7P9I53","Executable file dropped in folder commonly used by malware","15","92213"
"Jun 11, 2025 @ 18:11:01.238","DESKTOP-O7P9I53","Sysmon - Event 1: Process creation Windows PowerShell","5","61603"
"Jun 11, 2025 @ 18:10:01.271","DESKTOP-O7P9I53","Executable file dropped in folder commonly used by malware","15","92213"
"Jun 11, 2025 @ 18:10:01.230","DESKTOP-O7P9I53","Sysmon - Event 1: Process creation Windows PowerShell","5","61603"
"Jun 11, 2025 @ 18:09:01.261","DESKTOP-O7P9I53","Executable file dropped in folder commonly used by malware","15","92213"
"Jun 11, 2025 @ 18:09:01.220","DESKTOP-O7P9I53","Sysmon - Event 1: Process creation Windows PowerShell","5","61603"
"Jun 11, 2025 @ 18:08:35.526","hat-VMware-Virtual-Platform","Wazuh server started.","3","502"
"Jun 11, 2025 @ 18:08:26.364","DESKTOP-O7P9I53","Executable file dropped in folder commonly used by malware","15","92213"
"Jun 11, 2025 @ 18:08:26.326","DESKTOP-O7P9I53","Executable file dropped in folder commonly used by malware","15","92213"
"Jun 11, 2025 @ 18:08:26.325","DESKTOP-O7P9I53","Sysmon - Event 1: Process creation Windows PowerShell","5","61603"
"Jun 11, 2025 @ 18:08:26.309","DESKTOP-O7P9I53","Sysmon - Event 1: Process creation Windows PowerShell","5","61603"
"Jun 11, 2025 @ 18:06:01.245","DESKTOP-O7P9I53","Executable file dropped in folder commonly used by malware","15","92213"
"Jun 11, 2025 @ 18:06:01.204","DESKTOP-O7P9I53","Sysmon - Event 1: Process creation Windows PowerShell","5","61603"
"Jun 11, 2025 @ 18:05:56.821","DESKTOP-O7P9I53","Sysmon - Event 1: Process creation Google Updater (x86)","5","61603"
"Jun 11, 2025 @ 18:05:56.776","DESKTOP-O7P9I53","Sysmon - Event 1: Process creation Google Updater (x86)","5","61603"
"Jun 11, 2025 @ 18:05:56.776","DESKTOP-O7P9I53","Sysmon - Event 1: Process creation Google Updater (x86)","5","61603"
"Jun 11, 2025 @ 18:05:56.745","DESKTOP-O7P9I53","Sysmon - Event 1: Process creation Google Updater (x86)","5","61603"
"Jun 11, 2025 @ 18:05:56.745","DESKTOP-O7P9I53","Sysmon - Event 1: Process creation Google Updater (x86)","5","61603"
"Jun 11, 2025 @ 18:05:56.731","DESKTOP-O7P9I53","Sysmon - Event 1: Process creation Google Updater (x86)","5","61603"
"Jun 11, 2025 @ 18:05:01.349","DESKTOP-O7P9I53","Executable file dropped in folder commonly used by malware","15","92213"
"Jun 11, 2025 @ 18:05:01.309","DESKTOP-O7P9I53","Sysmon - Event 1: Process creation Windows PowerShell","5","61603"
"Jun 11, 2025 @ 18:04:01.211","DESKTOP-O7P9I53","Executable file dropped in folder commonly used by malware","15","92213"
"Jun 11, 2025 @ 18:04:01.170","DESKTOP-O7P9I53","Sysmon - Event 1: Process creation Windows PowerShell","5","61603"
"Jun 11, 2025 @ 18:03:08.148","DESKTOP-O7P9I53","Name resolution for the name wpad timed out","5","61109"
"Jun 11, 2025 @ 18:03:03.358","DESKTOP-O7P9I53","Executable file dropped in folder commonly used by malware","15","92213"
"Jun 11, 2025 @ 18:03:02.210","DESKTOP-O7P9I53","Sysmon - Event 1: Process creation Windows PowerShell","5","61603"
"Jun 11, 2025 @ 18:02:57.257","DESKTOP-O7P9I53","Sysmon - Event 1: Process creation Location Notification","5","61603"
"Jun 11, 2025 @ 18:02:56.713","DESKTOP-O7P9I53","Windows Logon Success","3","60106"
"Jun 11, 2025 @ 18:02:02.110","DESKTOP-O7P9I53","Executable file dropped in folder commonly used by malware","15","92213"
"Jun 11, 2025 @ 18:02:02.109","DESKTOP-O7P9I53","Sysmon - Event 1: Process creation Windows PowerShell","5","61603"
"Jun 11, 2025 @ 18:01:02.131","DESKTOP-O7P9I53","Executable file dropped in folder commonly used by malware","15","92213"
"Jun 11, 2025 @ 18:01:02.090","DESKTOP-O7P9I53","Sysmon - Event 1: Process creation Windows PowerShell","5","61603"
"Jun 11, 2025 @ 18:00:30.000","hat-VMware-Virtual-Platform","Apparmor DENIED","3","52002"
"Jun 11, 2025 @ 18:00:27.998","hat-VMware-Virtual-Platform","Apparmor DENIED","3","52002"
"Jun 11, 2025 @ 18:00:02.142","DESKTOP-O7P9I53","Executable file dropped in folder commonly used by malware","15","92213"
"Jun 11, 2025 @ 18:00:02.142","DESKTOP-O7P9I53","Sysmon - Event 1: Process creation Windows SQM Consolidator","5","61603"
"Jun 11, 2025 @ 18:00:02.110","DESKTOP-O7P9I53","Sysmon - Event 1: Process creation Windows PowerShell","5","61603"
"Jun 11, 2025 @ 17:59:02.075","DESKTOP-O7P9I53","Sysmon - Event 1: Process creation Windows PowerShell","5","61603"
"Jun 11, 2025 @ 17:59:02.075","DESKTOP-O7P9I53","Executable file dropped in folder commonly used by malware","15","92213"
"Jun 11, 2025 @ 17:58:46.292","DESKTOP-O7P9I53","Sysmon - Event 1: Process creation Windows Problem Reporting","5","61603"
"Jun 11, 2025 @ 17:58:02.104","DESKTOP-O7P9I53","Executable file dropped in folder commonly used by malware","15","92213"
"Jun 11, 2025 @ 17:58:02.063","DESKTOP-O7P9I53","Sysmon - Event 1: Process creation Windows PowerShell","5","61603"
"Jun 11, 2025 @ 17:57:02.086","DESKTOP-O7P9I53","Executable file dropped in folder commonly used by malware","15","92213"
"Jun 11, 2025 @ 17:57:02.046","DESKTOP-O7P9I53","Sysmon - Event 1: Process creation Windows PowerShell","5","61603"
"Jun 11, 2025 @ 17:56:40.289","DESKTOP-O7P9I53","Sysmon - Event 1: Process creation mimikatz for Windows","5","61603"
"Jun 11, 2025 @ 17:56:38.807","DESKTOP-O7P9I53","Sysmon - Event 1: Process creation Consent UI for administrative applications","5","61603"
"Jun 11, 2025 @ 17:56:35.467","DESKTOP-O7P9I53","Name resolution for the name wpad timed out","5","61109"
"Jun 11, 2025 @ 17:56:23.192","DESKTOP-O7P9I53","Windows Logon Success","3","60106"
"Jun 11, 2025 @ 17:56:23.127","DESKTOP-O7P9I53","Windows Logon Success","3","60106"
"Jun 11, 2025 @ 17:56:23.086","DESKTOP-O7P9I53","Sysmon - Event 1: Process creation Windows Modules Installer Worker","5","61603"
"Jun 11, 2025 @ 17:56:23.086","DESKTOP-O7P9I53","Sysmon - Event 13: RegistryEvent SetValue on HKLM\\System\\CurrentControlSet\\Control\\Winlogon\\Notifications\\Components\\TrustedInstaller\\Events by C:\\Windows\\servicing\\TrustedInstaller.exe","5","61615"
"Jun 11, 2025 @ 17:56:23.055","DESKTOP-O7P9I53","Sysmon - Event 1: Process creation Windows Modules Installer","5","61603"
"Jun 11, 2025 @ 17:56:23.042","DESKTOP-O7P9I53","Sysmon - Event 1: Process creation Host Process for Windows Tasks","5","61603"
"Jun 11, 2025 @ 17:56:02.094","DESKTOP-O7P9I53","Executable file dropped in folder commonly used by malware","15","92213"
"Jun 11, 2025 @ 17:56:02.053","DESKTOP-O7P9I53","Sysmon - Event 1: Process creation Windows PowerShell","5","61603"
"Jun 11, 2025 @ 17:55:02.063","DESKTOP-O7P9I53","Executable file dropped in folder commonly used by malware","15","92213"
"Jun 11, 2025 @ 17:55:02.022","DESKTOP-O7P9I53","Sysmon - Event 1: Process creation Windows PowerShell","5","61603"
"Jun 11, 2025 @ 17:54:19.197","DESKTOP-O7P9I53","Executable file dropped in folder commonly used by malware","15","92213"
"Jun 11, 2025 @ 17:54:19.197","DESKTOP-O7P9I53","Sysmon - Event 1: Process creation mimikatz for Windows","5","61603"
"Jun 11, 2025 @ 17:54:19.182","DESKTOP-O7P9I53","Powershell process spawned powershell instance","4","92027"
"Jun 11, 2025 @ 17:54:17.098","DESKTOP-O7P9I53","Executable file dropped in folder commonly used by malware","15","92213"
"Jun 11, 2025 @ 17:54:17.098","DESKTOP-O7P9I53","Sysmon - Event 1: Process creation mimikatz for Windows","5","61603"
"Jun 11, 2025 @ 17:54:17.084","DESKTOP-O7P9I53","Powershell process spawned powershell instance","4","92027"
"Jun 11, 2025 @ 17:54:14.972","DESKTOP-O7P9I53","Sysmon - Event 1: Process creation mimikatz for Windows","5","61603"
"Jun 11, 2025 @ 17:54:14.958","DESKTOP-O7P9I53","Executable file dropped in folder commonly used by malware","15","92213"
"Jun 11, 2025 @ 17:54:14.957","DESKTOP-O7P9I53","Powershell process spawned powershell instance","4","92027"
"Jun 11, 2025 @ 17:54:02.023","DESKTOP-O7P9I53","Sysmon - Event 1: Process creation Windows PowerShell","5","61603"
"Jun 11, 2025 @ 17:54:02.023","DESKTOP-O7P9I53","Executable file dropped in folder commonly used by malware","15","92213"
"Jun 11, 2025 @ 17:53:42.133","DESKTOP-O7P9I53","Sysmon - Event 1: Process creation Audit Policy Program","5","61603"
"Jun 11, 2025 @ 17:53:42.092","DESKTOP-O7P9I53","Sysmon - Event 1: Process creation Audit Policy Program","5","61603"
"Jun 11, 2025 @ 17:53:42.092","DESKTOP-O7P9I53","Sysmon - Event 1: Process creation Audit Policy Program","5","61603"
"Jun 11, 2025 @ 17:53:42.061","DESKTOP-O7P9I53","Sysmon - Event 1: Process creation Audit Policy Program","5","61603"
"Jun 11, 2025 @ 17:53:42.060","DESKTOP-O7P9I53","Sysmon - Event 1: Process creation Audit Policy Program","5","61603"
"Jun 11, 2025 @ 17:53:42.030","DESKTOP-O7P9I53","Sysmon - Event 1: Process creation Audit Policy Program","5","61603"
"Jun 11, 2025 @ 17:53:41.324","DESKTOP-O7P9I53","Sysmon - Event 1: Process creation Audit Policy Program","5","61603"
"Jun 11, 2025 @ 17:53:41.311","DESKTOP-O7P9I53","Sysmon - Event 1: Process creation Audit Policy Program","5","61603"
"Jun 11, 2025 @ 17:53:41.295","DESKTOP-O7P9I53","Sysmon - Event 1: Process creation Audit Policy Program","5","61603"
"Jun 11, 2025 @ 17:53:41.277","DESKTOP-O7P9I53","Sysmon - Event 1: Process creation Audit Policy Program","5","61603"
"Jun 11, 2025 @ 17:53:41.247","DESKTOP-O7P9I53","Sysmon - Event 1: Process creation Audit Policy Program","5","61603"
"Jun 11, 2025 @ 17:53:41.231","DESKTOP-O7P9I53","Sysmon - Event 1: Process creation Audit Policy Program","5","61603"
"Jun 11, 2025 @ 17:53:41.215","DESKTOP-O7P9I53","Sysmon - Event 1: Process creation Audit Policy Program","5","61603"
"Jun 11, 2025 @ 17:53:41.199","DESKTOP-O7P9I53","Sysmon - Event 1: Process creation Audit Policy Program","5","61603"
"Jun 11, 2025 @ 17:53:41.183","DESKTOP-O7P9I53","Sysmon - Event 1: Process creation Audit Policy Program","5","61603"
"Jun 11, 2025 @ 17:53:41.168","DESKTOP-O7P9I53","Sysmon - Event 1: Process creation Audit Policy Program","5","61603"
"Jun 11, 2025 @ 17:53:41.152","DESKTOP-O7P9I53","Sysmon - Event 1: Process creation Audit Policy Program","5","61603"
"Jun 11, 2025 @ 17:53:41.147","DESKTOP-O7P9I53","Sysmon - Event 1: Process creation Audit Policy Program","5","61603"
"Jun 11, 2025 @ 17:53:41.106","DESKTOP-O7P9I53","Sysmon - Event 1: Process creation Audit Policy Program","5","61603"
"Jun 11, 2025 @ 17:53:41.106","DESKTOP-O7P9I53","Sysmon - Event 1: Process creation Audit Policy Program","5","61603"
"Jun 11, 2025 @ 17:53:41.074","DESKTOP-O7P9I53","Sysmon - Event 1: Process creation Audit Policy Program","5","61603"
"Jun 11, 2025 @ 17:53:41.074","DESKTOP-O7P9I53","Sysmon - Event 1: Process creation Audit Policy Program","5","61603"
"Jun 11, 2025 @ 17:53:41.043","DESKTOP-O7P9I53","Sysmon - Event 1: Process creation Audit Policy Program","5","61603"
"Jun 11, 2025 @ 17:53:41.043","DESKTOP-O7P9I53","Sysmon - Event 1: Process creation Audit Policy Program","5","61603"
"Jun 11, 2025 @ 17:53:41.012","DESKTOP-O7P9I53","Sysmon - Event 1: Process creation Audit Policy Program","5","61603"
"Jun 11, 2025 @ 17:53:41.012","DESKTOP-O7P9I53","Sysmon - Event 1: Process creation Audit Policy Program","5","61603"
"Jun 11, 2025 @ 17:53:40.997","DESKTOP-O7P9I53","Sysmon - Event 1: Process creation Audit Policy Program","5","61603"
"Jun 11, 2025 @ 17:53:39.156","DESKTOP-O7P9I53","C:\\Windows\\SysWOW64\\SecEdit.exe binary in a suspicious location launched by C:\\Windows\\SysWOW64\\WindowsPowerShell\\v1.0\\powershell.exe","4","92066"
"Jun 11, 2025 @ 17:53:39.114","DESKTOP-O7P9I53","Sysmon - Event 1: Process creation mimikatz for Windows","5","61603"
"Jun 11, 2025 @ 17:53:37.745","DESKTOP-O7P9I53","Executable file dropped in folder commonly used by malware","15","92213"
"Jun 11, 2025 @ 17:53:37.704","DESKTOP-O7P9I53","Powershell process spawned powershell instance","4","92027"
"Jun 11, 2025 @ 17:53:35.406","DESKTOP-O7P9I53","Powershell process created an executable file in Windows root folder","9","92205"
"Jun 11, 2025 @ 17:53:33.792","DESKTOP-O7P9I53","Sysmon - Event 1: Process creation Windows PowerShell","5","61603"
"Jun 11, 2025 @ 17:53:33.176","DESKTOP-O7P9I53","Windows Logon Success","3","60106"
"Jun 11, 2025 @ 17:53:32.982","DESKTOP-O7P9I53","Discovery activity executed","3","92031"
"Jun 11, 2025 @ 17:53:32.967","DESKTOP-O7P9I53","Discovery activity executed","3","92031"
"Jun 11, 2025 @ 17:53:32.951","DESKTOP-O7P9I53","A net.exe account discovery command was initiated","3","92039"
"Jun 11, 2025 @ 17:53:32.936","DESKTOP-O7P9I53","A net.exe account discovery command was initiated","3","92039"
"Jun 11, 2025 @ 17:53:32.909","DESKTOP-O7P9I53","A net.exe account discovery command was initiated","3","92039"
"Jun 11, 2025 @ 17:53:32.887","DESKTOP-O7P9I53","A net.exe account discovery command was initiated","3","92039"
"Jun 11, 2025 @ 17:53:32.876","DESKTOP-O7P9I53","A net.exe account discovery command was initiated","3","92039"
"Jun 11, 2025 @ 17:53:32.843","DESKTOP-O7P9I53","A net.exe account discovery command was initiated","3","92039"
"Jun 11, 2025 @ 17:53:32.825","DESKTOP-O7P9I53","A net.exe account discovery command was initiated","3","92039"
"Jun 11, 2025 @ 17:53:32.810","DESKTOP-O7P9I53","A net.exe account discovery command was initiated","3","92039"
"Jun 11, 2025 @ 17:53:32.794","DESKTOP-O7P9I53","Discovery activity executed","3","92031"
"Jun 11, 2025 @ 17:53:32.778","DESKTOP-O7P9I53","Discovery activity executed","3","92031"
"Jun 11, 2025 @ 17:53:32.763","DESKTOP-O7P9I53","Discovery activity executed","3","92031"
"Jun 11, 2025 @ 17:53:32.746","DESKTOP-O7P9I53","Discovery activity executed","3","92031"
"Jun 11, 2025 @ 17:53:32.736","DESKTOP-O7P9I53","Discovery activity executed","3","92031"
"Jun 11, 2025 @ 17:53:32.736","DESKTOP-O7P9I53","Discovery activity executed","3","92031"
"Jun 11, 2025 @ 17:53:32.703","DESKTOP-O7P9I53","Discovery activity executed","3","92031"
"Jun 11, 2025 @ 17:53:31.855","DESKTOP-O7P9I53","Discovery activity executed","3","92031"
"Jun 11, 2025 @ 17:53:31.839","DESKTOP-O7P9I53","Discovery activity executed","3","92031"
"Jun 11, 2025 @ 17:53:31.823","DESKTOP-O7P9I53","Discovery activity executed","3","92031"
"Jun 11, 2025 @ 17:53:31.809","DESKTOP-O7P9I53","Discovery activity executed","3","92031"
"Jun 11, 2025 @ 17:53:31.792","DESKTOP-O7P9I53","Sysmon - Event 1: Process creation Windows Modules Installer Worker","5","61603"
