timestamp,agent.name,rule.description,rule.level,rule.id
"May 28, 2025 @ 16:42:16.777","DESKTOP-O7P9I53","Discovery activity executed","3","92031"
"May 28, 2025 @ 16:42:16.777","DESKTOP-O7P9I53","Sysmon - Event 1: Process creation Windows Modules Installer","5","61603"
"May 28, 2025 @ 16:42:16.749","DESKTOP-O7P9I53","Sysmon - Event 1: Process creation Wazuh Agent","5","61603"
"May 28, 2025 @ 16:42:16.184","DESKTOP-O7P9I53","Wazuh agent started.","3","503"
"May 28, 2025 @ 16:42:14.437","DESKTOP-O7P9I53","Wazuh agent stopped.","3","506"
"May 28, 2025 @ 16:41:29.662","DESKTOP-O7P9I53","Executable file dropped in folder commonly used by malware","15","92213"
"May 28, 2025 @ 16:41:29.622","DESKTOP-O7P9I53","Sysmon - Event 1: Process creation Windows PowerShell","5","61603"
"May 28, 2025 @ 16:40:29.685","DESKTOP-O7P9I53","Executable file dropped in folder commonly used by malware","15","92213"
"May 28, 2025 @ 16:40:29.645","DESKTOP-O7P9I53","Sysmon - Event 1: Process creation Windows PowerShell","5","61603"
"May 28, 2025 @ 16:39:29.594","DESKTOP-O7P9I53","Sysmon - Event 1: Process creation Windows PowerShell","5","61603"
"May 28, 2025 @ 16:39:29.594","DESKTOP-O7P9I53","Executable file dropped in folder commonly used by malware","15","92213"
"May 28, 2025 @ 16:38:31.424","DESKTOP-O7P9I53","Sysmon - Event 1: Process creation Audit Policy Program","5","61603"
"May 28, 2025 @ 16:38:31.384","DESKTOP-O7P9I53","Sysmon - Event 1: Process creation Audit Policy Program","5","61603"
"May 28, 2025 @ 16:38:31.384","DESKTOP-O7P9I53","Sysmon - Event 1: Process creation Audit Policy Program","5","61603"
"May 28, 2025 @ 16:38:31.353","DESKTOP-O7P9I53","Sysmon - Event 1: Process creation Audit Policy Program","5","61603"
"May 28, 2025 @ 16:38:31.353","DESKTOP-O7P9I53","Sysmon - Event 1: Process creation Audit Policy Program","5","61603"
"May 28, 2025 @ 16:38:31.322","DESKTOP-O7P9I53","Sysmon - Event 1: Process creation Audit Policy Program","5","61603"
"May 28, 2025 @ 16:38:31.322","DESKTOP-O7P9I53","Sysmon - Event 1: Process creation Audit Policy Program","5","61603"
"May 28, 2025 @ 16:38:31.291","DESKTOP-O7P9I53","Sysmon - Event 1: Process creation Audit Policy Program","5","61603"
"May 28, 2025 @ 16:38:31.290","DESKTOP-O7P9I53","Sysmon - Event 1: Process creation Audit Policy Program","5","61603"
"May 28, 2025 @ 16:38:31.259","DESKTOP-O7P9I53","Sysmon - Event 1: Process creation Audit Policy Program","5","61603"
"May 28, 2025 @ 16:38:31.259","DESKTOP-O7P9I53","Sysmon - Event 1: Process creation Audit Policy Program","5","61603"
"May 28, 2025 @ 16:38:31.227","DESKTOP-O7P9I53","Sysmon - Event 1: Process creation Audit Policy Program","5","61603"
"May 28, 2025 @ 16:38:31.227","DESKTOP-O7P9I53","Sysmon - Event 1: Process creation Audit Policy Program","5","61603"
"May 28, 2025 @ 16:38:31.197","DESKTOP-O7P9I53","Sysmon - Event 1: Process creation Audit Policy Program","5","61603"
"May 28, 2025 @ 16:38:31.196","DESKTOP-O7P9I53","Sysmon - Event 1: Process creation Audit Policy Program","5","61603"
"May 28, 2025 @ 16:38:31.167","DESKTOP-O7P9I53","Sysmon - Event 1: Process creation Audit Policy Program","5","61603"
"May 28, 2025 @ 16:38:31.167","DESKTOP-O7P9I53","Sysmon - Event 1: Process creation Audit Policy Program","5","61603"
"May 28, 2025 @ 16:38:31.134","DESKTOP-O7P9I53","Sysmon - Event 1: Process creation Audit Policy Program","5","61603"
"May 28, 2025 @ 16:38:31.134","DESKTOP-O7P9I53","Sysmon - Event 1: Process creation Audit Policy Program","5","61603"
"May 28, 2025 @ 16:38:31.119","DESKTOP-O7P9I53","Sysmon - Event 1: Process creation Audit Policy Program","5","61603"
"May 28, 2025 @ 16:38:29.558","DESKTOP-O7P9I53","Sysmon - Event 1: Process creation Audit Policy Program","5","61603"
"May 28, 2025 @ 16:38:29.558","DESKTOP-O7P9I53","Sysmon - Event 1: Process creation Audit Policy Program","5","61603"
"May 28, 2025 @ 16:38:29.527","DESKTOP-O7P9I53","Sysmon - Event 1: Process creation Audit Policy Program","5","61603"
"May 28, 2025 @ 16:38:29.527","DESKTOP-O7P9I53","Sysmon - Event 1: Process creation Audit Policy Program","5","61603"
"May 28, 2025 @ 16:38:29.496","DESKTOP-O7P9I53","Sysmon - Event 1: Process creation Audit Policy Program","5","61603"
"May 28, 2025 @ 16:38:29.496","DESKTOP-O7P9I53","Executable file dropped in folder commonly used by malware","15","92213"
"May 28, 2025 @ 16:38:29.464","DESKTOP-O7P9I53","Sysmon - Event 1: Process creation Windows PowerShell","5","61603"
"May 28, 2025 @ 16:38:29.464","DESKTOP-O7P9I53","Sysmon - Event 1: Process creation Audit Policy Program","5","61603"
"May 28, 2025 @ 16:38:29.451","DESKTOP-O7P9I53","Sysmon - Event 1: Process creation Audit Policy Program","5","61603"
"May 28, 2025 @ 16:38:27.311","DESKTOP-O7P9I53","Powershell process created an executable file in Windows root folder","9","92205"
"May 28, 2025 @ 16:38:27.311","DESKTOP-O7P9I53","C:\\Windows\\SysWOW64\\SecEdit.exe binary in a suspicious location launched by C:\\Windows\\SysWOW64\\WindowsPowerShell\\v1.0\\powershell.exe","4","92066"
"May 28, 2025 @ 16:38:26.678","DESKTOP-O7P9I53","Sysmon - Event 1: Process creation Windows PowerShell","5","61603"
"May 28, 2025 @ 16:38:26.613","DESKTOP-O7P9I53","Discovery activity executed","3","92031"
"May 28, 2025 @ 16:38:26.613","DESKTOP-O7P9I53","Discovery activity executed","3","92031"
"May 28, 2025 @ 16:38:26.582","DESKTOP-O7P9I53","A net.exe account discovery command was initiated","3","92039"
"May 28, 2025 @ 16:38:26.581","DESKTOP-O7P9I53","A net.exe account discovery command was initiated","3","92039"
"May 28, 2025 @ 16:38:26.551","DESKTOP-O7P9I53","A net.exe account discovery command was initiated","3","92039"
"May 28, 2025 @ 16:38:26.551","DESKTOP-O7P9I53","A net.exe account discovery command was initiated","3","92039"
"May 28, 2025 @ 16:38:26.519","DESKTOP-O7P9I53","A net.exe account discovery command was initiated","3","92039"
"May 28, 2025 @ 16:38:26.519","DESKTOP-O7P9I53","A net.exe account discovery command was initiated","3","92039"
"May 28, 2025 @ 16:38:26.488","DESKTOP-O7P9I53","A net.exe account discovery command was initiated","3","92039"
"May 28, 2025 @ 16:38:26.488","DESKTOP-O7P9I53","A net.exe account discovery command was initiated","3","92039"
"May 28, 2025 @ 16:38:26.456","DESKTOP-O7P9I53","Discovery activity executed","3","92031"
"May 28, 2025 @ 16:38:26.456","DESKTOP-O7P9I53","Discovery activity executed","3","92031"
"May 28, 2025 @ 16:38:26.426","DESKTOP-O7P9I53","Discovery activity executed","3","92031"
"May 28, 2025 @ 16:38:26.425","DESKTOP-O7P9I53","Discovery activity executed","3","92031"
"May 28, 2025 @ 16:38:26.394","DESKTOP-O7P9I53","Discovery activity executed","3","92031"
"May 28, 2025 @ 16:38:26.394","DESKTOP-O7P9I53","Discovery activity executed","3","92031"
"May 28, 2025 @ 16:38:26.363","DESKTOP-O7P9I53","Discovery activity executed","3","92031"
"May 28, 2025 @ 16:38:26.363","DESKTOP-O7P9I53","Discovery activity executed","3","92031"
"May 28, 2025 @ 16:38:26.332","DESKTOP-O7P9I53","Discovery activity executed","3","92031"
"May 28, 2025 @ 16:38:26.331","DESKTOP-O7P9I53","Discovery activity executed","3","92031"
"May 28, 2025 @ 16:38:26.300","DESKTOP-O7P9I53","Discovery activity executed","3","92031"
"May 28, 2025 @ 16:38:26.300","DESKTOP-O7P9I53","Discovery activity executed","3","92031"
"May 28, 2025 @ 16:38:26.269","DESKTOP-O7P9I53","Discovery activity executed","3","92031"
"May 28, 2025 @ 16:38:26.269","DESKTOP-O7P9I53","Discovery activity executed","3","92031"
"May 28, 2025 @ 16:38:26.238","DESKTOP-O7P9I53","Discovery activity executed","3","92031"
"May 28, 2025 @ 16:38:26.238","DESKTOP-O7P9I53","Discovery activity executed","3","92031"
"May 28, 2025 @ 16:38:26.223","DESKTOP-O7P9I53","Discovery activity executed","3","92031"
"May 28, 2025 @ 16:38:25.253","DESKTOP-O7P9I53","Windows Logon Success","3","60106"
"May 28, 2025 @ 16:38:25.221","DESKTOP-O7P9I53","Sysmon - Event 1: Process creation Windows Modules Installer Worker","5","61603"
"May 28, 2025 @ 16:38:25.206","DESKTOP-O7P9I53","Sysmon - Event 1: Process creation Windows Modules Installer","5","61603"
"May 28, 2025 @ 16:38:25.197","DESKTOP-O7P9I53","Discovery activity executed","3","92031"
"May 28, 2025 @ 16:38:25.196","DESKTOP-O7P9I53","Sysmon - Event 1: Process creation Wazuh Agent","5","61603"
"May 28, 2025 @ 16:38:24.627","DESKTOP-O7P9I53","Wazuh agent started.","3","503"
"May 28, 2025 @ 16:38:22.875","DESKTOP-O7P9I53","Wazuh agent stopped.","3","506"
"May 28, 2025 @ 16:37:29.586","DESKTOP-O7P9I53","Sysmon - Event 1: Process creation Windows PowerShell","5","61603"
"May 28, 2025 @ 16:37:29.586","DESKTOP-O7P9I53","Executable file dropped in folder commonly used by malware","15","92213"
"May 28, 2025 @ 16:36:29.607","DESKTOP-O7P9I53","Executable file dropped in folder commonly used by malware","15","92213"
"May 28, 2025 @ 16:36:29.566","DESKTOP-O7P9I53","Sysmon - Event 1: Process creation Windows PowerShell","5","61603"
"May 28, 2025 @ 16:35:29.602","DESKTOP-O7P9I53","Executable file dropped in folder commonly used by malware","15","92213"
"May 28, 2025 @ 16:35:29.561","DESKTOP-O7P9I53","Sysmon - Event 1: Process creation Windows PowerShell","5","61603"
"May 28, 2025 @ 16:34:29.615","DESKTOP-O7P9I53","Executable file dropped in folder commonly used by malware","15","92213"
"May 28, 2025 @ 16:34:29.575","DESKTOP-O7P9I53","Sysmon - Event 1: Process creation Windows PowerShell","5","61603"
"May 28, 2025 @ 16:34:08.420","DESKTOP-O7P9I53","Software protection service scheduled successfully.","3","60642"
"May 28, 2025 @ 16:33:40.025","DESKTOP-O7P9I53","Windows Logon Success","3","60106"
"May 28, 2025 @ 16:33:33.222","DESKTOP-O7P9I53","Windows Logon Success","3","60106"
"May 28, 2025 @ 16:33:33.113","DESKTOP-O7P9I53","Sysmon - Event 1: Process creation Location Notification","5","61603"
"May 28, 2025 @ 16:33:31.955","DESKTOP-O7P9I53","Sysmon - Event 1: Process creation Google Updater (x86)","5","61603"
"May 28, 2025 @ 16:33:31.940","DESKTOP-O7P9I53","Sysmon - Event 1: Process creation Google Updater (x86)","5","61603"
"May 28, 2025 @ 16:33:31.925","DESKTOP-O7P9I53","Sysmon - Event 1: Process creation Google Updater (x86)","5","61603"
"May 28, 2025 @ 16:33:31.916","DESKTOP-O7P9I53","Sysmon - Event 1: Process creation Google Updater (x86)","5","61603"
"May 28, 2025 @ 16:33:31.915","DESKTOP-O7P9I53","Sysmon - Event 1: Process creation Google Updater (x86)","5","61603"
"May 28, 2025 @ 16:33:30.767","DESKTOP-O7P9I53","Windows Logon Success","3","60106"
"May 28, 2025 @ 16:33:30.751","DESKTOP-O7P9I53","System time changed","5","60132"
"May 28, 2025 @ 16:33:30.736","DESKTOP-O7P9I53","System time changed","5","60132"
"May 28, 2025 @ 16:33:30.658","DESKTOP-O7P9I53","Sysmon - Event 1: Process creation Windows Problem Reporting","5","61603"
"May 28, 2025 @ 16:33:30.658","DESKTOP-O7P9I53","Sysmon - Event 1: Process creation Windows SQM Consolidator","5","61603"
"May 28, 2025 @ 16:33:30.627","DESKTOP-O7P9I53","Sysmon - Event 1: Process creation Host Process for Windows Tasks","5","61603"
"May 28, 2025 @ 16:33:30.627","DESKTOP-O7P9I53","Sysmon - Event 1: Process creation Host Process for Windows Tasks","5","61603"
"May 28, 2025 @ 16:33:30.608","DESKTOP-O7P9I53","Sysmon - Event 1: Process creation Windows Update LifeCycle Component Scheduler","5","61603"
"May 28, 2025 @ 16:33:30.608","DESKTOP-O7P9I53","Sysmon - Event 1: Process creation Google Updater (x86)","5","61603"
"May 28, 2025 @ 16:33:30.593","DESKTOP-O7P9I53","Sysmon - Event 1: Process creation Microsoft Edge Update","5","61603"
"May 28, 2025 @ 16:33:01.509","DESKTOP-O7P9I53","Executable file dropped in folder commonly used by malware","15","92213"
"May 28, 2025 @ 16:33:01.496","DESKTOP-O7P9I53","Sysmon - Event 1: Process creation Windows PowerShell","5","61603"
"May 28, 2025 @ 16:33:01.494","DESKTOP-O7P9I53","Sysmon - Event 13: RegistryEvent SetValue on HKU\\S-1-5-21-442569660-4060779802-1076883227-1001\\SOFTWARE\\Microsoft\\Windows\\CurrentVersion\\Shell Extensions\\Cached\\{D6791A63-E7E2-4FEE-BF52-5DED8E86E9B8} {000214E4-0000-0000-C000-000000000046} 0xFFFF by C:\\Windows\\Explorer.EXE","5","61615"
"May 28, 2025 @ 16:32:11.563","DESKTOP-O7P9I53","Name resolution for the name wpad timed out","5","61109"
"May 28, 2025 @ 16:32:01.754","DESKTOP-O7P9I53","Executable file dropped in folder commonly used by malware","15","92213"
"May 28, 2025 @ 16:32:01.754","DESKTOP-O7P9I53","Sysmon - Event 1: Process creation Windows PowerShell","5","61603"
"May 28, 2025 @ 16:31:01.777","DESKTOP-O7P9I53","Executable file dropped in folder commonly used by malware","15","92213"
"May 28, 2025 @ 16:31:01.735","DESKTOP-O7P9I53","Sysmon - Event 1: Process creation Windows PowerShell","5","61603"
"May 28, 2025 @ 16:30:40.901","DESKTOP-O7P9I53","Sysmon - Event 1: Process creation Audit Policy Program","5","61603"
"May 28, 2025 @ 16:30:40.884","DESKTOP-O7P9I53","Sysmon - Event 1: Process creation Audit Policy Program","5","61603"
"May 28, 2025 @ 16:30:40.869","DESKTOP-O7P9I53","Sysmon - Event 1: Process creation Audit Policy Program","5","61603"
"May 28, 2025 @ 16:30:40.853","DESKTOP-O7P9I53","Sysmon - Event 1: Process creation Audit Policy Program","5","61603"
"May 28, 2025 @ 16:30:40.839","DESKTOP-O7P9I53","Sysmon - Event 1: Process creation Audit Policy Program","5","61603"
"May 28, 2025 @ 16:30:40.817","DESKTOP-O7P9I53","Sysmon - Event 1: Process creation Audit Policy Program","5","61603"
"May 28, 2025 @ 16:30:40.800","DESKTOP-O7P9I53","Sysmon - Event 1: Process creation Audit Policy Program","5","61603"
"May 28, 2025 @ 16:30:40.784","DESKTOP-O7P9I53","Sysmon - Event 1: Process creation Audit Policy Program","5","61603"
"May 28, 2025 @ 16:30:40.769","DESKTOP-O7P9I53","Sysmon - Event 1: Process creation Audit Policy Program","5","61603"
"May 28, 2025 @ 16:30:40.753","DESKTOP-O7P9I53","Sysmon - Event 1: Process creation Audit Policy Program","5","61603"
"May 28, 2025 @ 16:30:40.737","DESKTOP-O7P9I53","Sysmon - Event 1: Process creation Audit Policy Program","5","61603"
"May 28, 2025 @ 16:30:40.716","DESKTOP-O7P9I53","Sysmon - Event 1: Process creation Audit Policy Program","5","61603"
"May 28, 2025 @ 16:30:40.676","DESKTOP-O7P9I53","Sysmon - Event 1: Process creation Audit Policy Program","5","61603"
"May 28, 2025 @ 16:30:40.675","DESKTOP-O7P9I53","Sysmon - Event 1: Process creation Audit Policy Program","5","61603"
"May 28, 2025 @ 16:30:40.644","DESKTOP-O7P9I53","Sysmon - Event 1: Process creation Audit Policy Program","5","61603"
"May 28, 2025 @ 16:30:40.644","DESKTOP-O7P9I53","Sysmon - Event 1: Process creation Audit Policy Program","5","61603"
"May 28, 2025 @ 16:30:40.613","DESKTOP-O7P9I53","Sysmon - Event 1: Process creation Audit Policy Program","5","61603"
"May 28, 2025 @ 16:30:40.613","DESKTOP-O7P9I53","Sysmon - Event 1: Process creation Audit Policy Program","5","61603"
"May 28, 2025 @ 16:30:40.581","DESKTOP-O7P9I53","Sysmon - Event 1: Process creation Audit Policy Program","5","61603"
"May 28, 2025 @ 16:30:40.581","DESKTOP-O7P9I53","Sysmon - Event 1: Process creation Audit Policy Program","5","61603"
"May 28, 2025 @ 16:30:40.550","DESKTOP-O7P9I53","Sysmon - Event 1: Process creation Audit Policy Program","5","61603"
"May 28, 2025 @ 16:30:40.550","DESKTOP-O7P9I53","Sysmon - Event 1: Process creation Audit Policy Program","5","61603"
"May 28, 2025 @ 16:30:40.521","DESKTOP-O7P9I53","Sysmon - Event 1: Process creation Audit Policy Program","5","61603"
"May 28, 2025 @ 16:30:40.520","DESKTOP-O7P9I53","Sysmon - Event 1: Process creation Audit Policy Program","5","61603"
"May 28, 2025 @ 16:30:40.506","DESKTOP-O7P9I53","Sysmon - Event 1: Process creation Audit Policy Program","5","61603"
"May 28, 2025 @ 16:30:39.478","DESKTOP-O7P9I53","Sysmon - Event 1: Process creation Audit Policy Program","5","61603"
"May 28, 2025 @ 16:30:39.464","DESKTOP-O7P9I53","Sysmon - Event 1: Process creation Audit Policy Program","5","61603"
"May 28, 2025 @ 16:30:39.462","DESKTOP-O7P9I53","C:\\Windows\\SysWOW64\\SecEdit.exe binary in a suspicious location launched by C:\\Windows\\SysWOW64\\WindowsPowerShell\\v1.0\\powershell.exe","4","92066"
"May 28, 2025 @ 16:30:37.760","DESKTOP-O7P9I53","Powershell process created an executable file in Windows root folder","9","92205"
"May 28, 2025 @ 16:30:37.760","DESKTOP-O7P9I53","Sysmon - Event 1: Process creation Windows PowerShell","5","61603"
"May 28, 2025 @ 16:30:37.699","DESKTOP-O7P9I53","Discovery activity executed","3","92031"
"May 28, 2025 @ 16:30:37.699","DESKTOP-O7P9I53","Discovery activity executed","3","92031"
"May 28, 2025 @ 16:30:37.667","DESKTOP-O7P9I53","A net.exe account discovery command was initiated","3","92039"
"May 28, 2025 @ 16:30:37.667","DESKTOP-O7P9I53","A net.exe account discovery command was initiated","3","92039"
